,Samuel L. Jackson,Morgan Freeman,Bruce Willis,Robert De Niro,Matt Damon,Owen Wilson,Johnny Depp,Liam Neeson,Brad Pitt,Nicolas Cage,Stanley Tucci,Frank Welker,George Clooney,Cate Blanchett,Editor,Producer,crew_num,cast_num,Steven Spielberg,Clint Eastwood,Ridley Scott,Robert Zemeckis,Martin Scorsese,Tim Burton,Michael Bay,Renny Harlin,Robert Rodriguez,Steven Soderbergh,budget,Drama,Action,Comedy,Thriller,Adventure,genres_num,duringcreditsstinger,based on novel,aftercreditsstinger,dystopia,3d,violence,woman director,murder,original_en,Warner Bros.,Universal Pictures,Paramount Pictures,Twentieth Century Fox Film Corporation,Columbia Pictures,New Line Cinema,Relativity Media,Walt Disney Pictures,com_num,United States of America,United Kingdom,Germany,France,Canada,Australia,runtime,English,Français,month
1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,22,16,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,109.0,1,0,6
1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,35,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,114.0,1,0,2
1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,1,0,0,0,0,163.0,1,0,12
1560,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,15,23,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,92.0,1,1,12
1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,36,15,0,0,0,0,0,0,0,0,0,0,27,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,120.0,1,0,9
1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,24,0,0,0,0,0,0,0,0,0,0,27,0,1,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,113.0,1,0,12
1563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,18,0,0,0,0,0,0,0,0,0,0,27,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,115.0,1,0,10
1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,54,0,0,0,0,0,0,0,0,0,0,27,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,133.0,1,0,6
1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,27,1,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,117.0,1,0,8
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,33,0,0,0,0,0,0,0,0,0,0,27,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,101.0,1,0,4
1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,38,17,0,0,0,0,0,0,0,0,0,0,27,0,1,1,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,82.0,1,0,7
1568,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,7,16,17,0,0,0,0,0,0,0,0,0,0,27,1,0,0,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,110.0,1,0,2
1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,23,33,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,193.0,1,0,10
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,78,0,0,0,0,0,0,0,0,0,0,30,1,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,130.0,1,0,10
1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,24,17,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,1,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,1,0,0,0,102.0,1,0,4
1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,65,18,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,100.0,1,0,2
1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,61,13,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,109.0,1,0,6
1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,113.0,1,0,3
1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,63,38,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,109.0,1,0,8
1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,6,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,1,1,0,0,0,99.0,1,0,8
1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,21,11,0,0,0,0,0,0,0,0,1,0,27,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,89.0,1,0,8
1578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,53,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,98.0,1,0,5
1579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,93.0,1,0,12
1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,135,14,0,0,0,0,0,0,0,1,0,0,27,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,106.0,1,0,5
1581,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,8,14,16,0,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,104.0,1,1,10
1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,30,122,0,0,0,0,0,0,0,0,0,0,26,0,1,1,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,1,0,0,0,0,0,91.0,1,0,1
1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,34,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,97.0,1,0,8
1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,67,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,116.0,1,0,8
1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,15,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,122.0,1,0,12
1586,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,58,48,0,0,0,0,0,0,0,0,0,0,28,1,0,0,1,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,113.0,1,0,9
1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,35,85,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,111.0,1,0,12
1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,32,38,0,0,0,0,0,0,0,0,0,0,27,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,111.0,1,0,8
1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,46,25,0,0,0,0,0,0,0,0,0,0,26,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,121.0,1,0,7
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,16,15,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,139.0,1,0,8
1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,24,19,0,0,0,0,0,0,0,0,0,0,26,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,115.0,1,1,8
1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,33,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,175.0,1,0,6
1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,35,24,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,85.0,1,0,8
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,88,15,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,90.0,1,0,1
1595,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,33,23,0,0,0,0,0,0,0,0,0,0,26,0,1,1,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,1,0,1,0,0,106.0,1,0,8
1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,22,15,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100.0,1,0,1
1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,18,25,0,0,0,0,0,0,1,0,0,0,25,0,1,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,130.0,1,0,4
1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,62,12,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,94.0,1,0,3
1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,65,24,0,0,0,0,0,0,0,0,0,0,26,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,104.0,1,1,1
1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,100.0,1,0,12
1601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,56,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,118.0,1,0,12
1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,10,0,0,0,0,0,0,0,0,0,0,42,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,118.0,1,0,8
1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,11,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,111.0,1,0,3
1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,10,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,110.0,1,0,2
1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,99.0,1,0,11
1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,95.0,1,0,5
1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,49,43,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,116.0,1,0,7
1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,72,20,0,0,0,0,0,0,0,0,0,0,25,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,1,0,0,0,129.0,1,0,8
1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,119,24,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,127.0,0,0,2
1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,21,24,0,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,125.0,1,0,11
1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,58,39,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,133.0,1,0,12
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,74,51,0,1,0,0,0,0,0,0,0,0,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,1,0,1,0,0,0,116.0,1,0,12
1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,131.0,1,0,10
1614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,30,35,0,0,0,0,0,0,0,0,0,0,25,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,1,1,0,1,0,0,93.0,1,1,2
1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,117.0,1,0,10
1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,56,26,0,0,0,0,0,0,0,0,0,0,25,1,1,0,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,129.0,1,0,11
1617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,36,29,1,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,195.0,1,0,11
1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,60,34,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,146.0,1,0,8
1619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,26,0,0,0,0,0,0,0,0,0,0,28,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,128.0,1,0,10
1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,154,43,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,7,1,0,0,0,1,0,97.0,1,0,8
1621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,18,23,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,83.0,1,0,12
1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,84,57,0,0,0,0,0,0,0,0,0,0,25,0,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,85.0,1,0,1
1623,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,14,66,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,88.0,1,0,3
1624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,31,56,0,0,0,0,0,0,0,0,0,0,25,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,119.0,1,0,6
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,41,17,0,0,0,0,0,0,0,0,0,0,25,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,122.0,1,0,11
1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,19,45,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,1,0,0,0,0,0,99.0,1,0,1
1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,96,23,0,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,1,1,0,1,0,0,97.0,1,0,4
1628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,38,22,0,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,121.0,1,1,12
1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,31,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,95.0,1,0,7
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,18,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,104.0,1,0,12
1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,80,31,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,107.0,1,0,1
1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,57,42,0,0,0,0,0,0,0,0,0,0,25,1,1,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,130.0,1,0,12
1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,15,0,0,0,0,0,0,0,0,0,0,25,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,115.0,1,0,3
1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,32,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,111.0,1,0,6
1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,89,18,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,1,0,1,0,1,0,93.0,1,0,2
1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,101.0,1,0,4
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,19,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,96.0,1,0,2
1638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,13,19,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,106.0,1,0,10
1639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,56,16,0,0,0,0,0,0,0,0,0,0,25,1,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,117.0,1,0,1
1640,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,34,10,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,101.0,1,0,1
1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,20,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,94.0,1,0,7
1642,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,67,137,0,0,0,0,1,0,0,0,0,0,25,1,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,145.0,1,0,9
1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,50,21,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,102.0,1,0,3
1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,14,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,1,0,1,0,0,97.0,1,0,10
1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,42,63,0,0,0,0,0,0,0,0,0,0,25,1,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,170.0,1,0,12
1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,35,28,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,1,0,1,0,0,163.0,1,0,10
1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,15,0,0,0,0,0,0,0,0,0,0,25,1,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,9,1,1,0,1,0,0,109.0,1,0,1
1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,37,24,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,158.0,1,0,12
1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,13,11,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,86.0,1,0,5
1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,34,0,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,119.0,1,0,6
1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,16,0,0,0,0,0,0,0,0,0,0,25,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,1,0,0,1,0,0,98.0,1,1,7
1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,33,22,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,1,0,0,0,0,0,97.0,1,0,8
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,105.0,1,0,6
1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,124.0,1,0,5
1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,23,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,94.0,1,0,8
1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,106,16,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,104.0,1,0,8
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,24,25,0,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,101.0,1,0,9
1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,101.0,1,0,2
1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,18,19,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,114.0,1,0,12
